system,dataset,attack,condition,metric,value,notes
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,global,qa_accuracy,1.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,graphmemguard_bounded5,retrieved_edges,681,CIKM revision experiment.
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,graphmemguard_bounded5,leaked_edges,3,CIKM revision experiment.
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,graphmemguard_bounded5,response_leaked_edges,3,CIKM revision experiment.
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,graphmemguard_bounded5,response_leaked_terms,2,CIKM revision experiment.
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,graphmemguard_bounded5,qa_accuracy,0.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,posthoc_response_redaction,retrieved_edges,2304,CIKM revision experiment.
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,posthoc_response_redaction,leaked_edges,12,CIKM revision experiment.
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,posthoc_response_redaction,response_leaked_edges,3,CIKM revision experiment.
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,posthoc_response_redaction,response_leaked_terms,6,CIKM revision experiment.
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,posthoc_response_redaction,qa_accuracy,1.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,local_dp_suppression_eps0.5,retrieved_edges,1838,CIKM revision experiment.
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,local_dp_suppression_eps0.5,leaked_edges,9,CIKM revision experiment.
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,local_dp_suppression_eps0.5,response_leaked_edges,4,CIKM revision experiment.
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,local_dp_suppression_eps0.5,response_leaked_terms,8,CIKM revision experiment.
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,local_dp_suppression_eps0.5,qa_accuracy,1.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,fixed_universe_rr_eps0.5,retrieved_edges,2271,CIKM revision experiment.
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,fixed_universe_rr_eps0.5,leaked_edges,13,CIKM revision experiment.
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,fixed_universe_rr_eps0.5,response_leaked_edges,5,CIKM revision experiment.
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,fixed_universe_rr_eps0.5,response_leaked_terms,10,CIKM revision experiment.
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,fixed_universe_rr_eps0.5,qa_accuracy,1.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,local_dp_suppression_eps1.0,retrieved_edges,1980,CIKM revision experiment.
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,local_dp_suppression_eps1.0,leaked_edges,10,CIKM revision experiment.
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,local_dp_suppression_eps1.0,response_leaked_edges,5,CIKM revision experiment.
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,local_dp_suppression_eps1.0,response_leaked_terms,8,CIKM revision experiment.
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,local_dp_suppression_eps1.0,qa_accuracy,1.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,fixed_universe_rr_eps1.0,retrieved_edges,2282,CIKM revision experiment.
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,fixed_universe_rr_eps1.0,leaked_edges,11,CIKM revision experiment.
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,fixed_universe_rr_eps1.0,response_leaked_edges,5,CIKM revision experiment.
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,fixed_universe_rr_eps1.0,response_leaked_terms,9,CIKM revision experiment.
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,fixed_universe_rr_eps1.0,qa_accuracy,1.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,local_dp_suppression_eps2.0,retrieved_edges,2164,CIKM revision experiment.
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,local_dp_suppression_eps2.0,leaked_edges,10,CIKM revision experiment.
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,local_dp_suppression_eps2.0,response_leaked_edges,5,CIKM revision experiment.
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,local_dp_suppression_eps2.0,response_leaked_terms,8,CIKM revision experiment.
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,local_dp_suppression_eps2.0,qa_accuracy,1.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,fixed_universe_rr_eps2.0,retrieved_edges,2292,CIKM revision experiment.
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,fixed_universe_rr_eps2.0,leaked_edges,10,CIKM revision experiment.
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,fixed_universe_rr_eps2.0,response_leaked_edges,5,CIKM revision experiment.
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,fixed_universe_rr_eps2.0,response_leaked_terms,8,CIKM revision experiment.
graphmemshield,enterprise_health_finance,frontier_privacy_baselines,fixed_universe_rr_eps2.0,qa_accuracy,1.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D2_eps0.5,accuracy_mean,0.1512,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D2_eps0.5,accuracy_ci95_low,0.1253,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D2_eps0.5,accuracy_ci95_high,0.177,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D2_eps0.5,cross_session_accuracy_mean,0.0833,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D2_eps0.5,cross_session_accuracy_ci95_low,-0.0045,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D2_eps0.5,cross_session_accuracy_ci95_high,0.1711,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D2_eps0.5,leaked_edges_mean,2.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D2_eps0.5,leaked_edges_ci95_low,2.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D2_eps0.5,leaked_edges_ci95_high,2.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D2_eps0.5,mean_margin,0.5372,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D2_eps2.0,accuracy_mean,0.1744,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D2_eps2.0,accuracy_ci95_low,0.1555,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D2_eps2.0,accuracy_ci95_high,0.1933,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D2_eps2.0,cross_session_accuracy_mean,0.2,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D2_eps2.0,cross_session_accuracy_ci95_low,0.1185,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D2_eps2.0,cross_session_accuracy_ci95_high,0.2815,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D2_eps2.0,leaked_edges_mean,2.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D2_eps2.0,leaked_edges_ci95_low,2.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D2_eps2.0,leaked_edges_ci95_high,2.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D2_eps2.0,mean_margin,0.5372,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D4_eps1.0,accuracy_mean,0.1512,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D4_eps1.0,accuracy_ci95_low,0.1297,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D4_eps1.0,accuracy_ci95_high,0.1727,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D4_eps1.0,cross_session_accuracy_mean,0.1,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D4_eps1.0,cross_session_accuracy_ci95_low,0.0129,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D4_eps1.0,cross_session_accuracy_ci95_high,0.1871,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D4_eps1.0,leaked_edges_mean,4.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D4_eps1.0,leaked_edges_ci95_low,4.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D4_eps1.0,leaked_edges_ci95_high,4.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D4_eps1.0,mean_margin,0.7814,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D4_eps4.0,accuracy_mean,0.1733,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D4_eps4.0,accuracy_ci95_low,0.1428,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D4_eps4.0,accuracy_ci95_high,0.2037,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D4_eps4.0,cross_session_accuracy_mean,0.1167,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D4_eps4.0,cross_session_accuracy_ci95_low,0.0316,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D4_eps4.0,cross_session_accuracy_ci95_high,0.2017,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D4_eps4.0,leaked_edges_mean,4.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D4_eps4.0,leaked_edges_ci95_low,4.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D4_eps4.0,leaked_edges_ci95_high,4.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D4_eps4.0,mean_margin,0.7814,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D8_eps2.0,accuracy_mean,0.1791,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D8_eps2.0,accuracy_ci95_low,0.1548,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D8_eps2.0,accuracy_ci95_high,0.2034,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D8_eps2.0,cross_session_accuracy_mean,0.2167,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D8_eps2.0,cross_session_accuracy_ci95_low,0.1187,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D8_eps2.0,cross_session_accuracy_ci95_high,0.3147,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D8_eps2.0,leaked_edges_mean,5.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D8_eps2.0,leaked_edges_ci95_low,5.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D8_eps2.0,leaked_edges_ci95_high,5.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D8_eps2.0,mean_margin,1.243,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D8_deterministic_ceiling,accuracy_mean,0.6128,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D8_deterministic_ceiling,accuracy_ci95_low,0.5757,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D8_deterministic_ceiling,accuracy_ci95_high,0.6499,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D8_deterministic_ceiling,cross_session_accuracy_mean,0.6333,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D8_deterministic_ceiling,cross_session_accuracy_ci95_low,0.568,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D8_deterministic_ceiling,cross_session_accuracy_ci95_high,0.6987,CIKM revision experiment.
graphmemshield,enterprise_health_finance,dp_graphqa,D8_deterministic_ceiling,leaked_edges_mean,3.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,privacy_utility_frontier,enterprise_graphqa,cross_session_questions,40,CIKM revision experiment.
graphmemshield,enterprise_health_finance,privacy_utility_frontier,enterprise_graphqa,fitted_reuse_factor_rho,9.3,CIKM revision experiment.
graphmemshield,enterprise_health_finance,privacy_utility_frontier,enterprise_graphqa,max_gap_to_lower_bound,1.0568,CIKM revision experiment.
graphmemshield,enterprise_health_finance,privacy_utility_frontier,enterprise_graphqa,mean_gap_to_lower_bound,1.0034,CIKM revision experiment.
graphmemshield,enterprise_health_finance,rho_structural_proxy,enterprise_graphqa,bridge_degree_proxy,9.1,CIKM revision experiment.
graphmemshield,enterprise_health_finance,rho_structural_proxy,enterprise_graphqa,fitted_reuse_factor_rho,9.3,CIKM revision experiment.
graphmemshield,enterprise_health_finance,rho_structural_proxy,enterprise_graphqa,multiplicative_gap,1.022,CIKM revision experiment.
graphmemshield,enterprise_health_finance,rho_structural_proxy,public_http_trace,bridge_degree_proxy,12.7,CIKM revision experiment.
graphmemshield,enterprise_health_finance,rho_structural_proxy,public_http_trace,fitted_reuse_factor_rho,13.1,CIKM revision experiment.
graphmemshield,enterprise_health_finance,rho_structural_proxy,public_http_trace,multiplicative_gap,1.0315,CIKM revision experiment.
graphmemshield,enterprise_health_finance,rho_structural_proxy,internal_rag_trace,bridge_degree_proxy,8.4,CIKM revision experiment.
graphmemshield,enterprise_health_finance,rho_structural_proxy,internal_rag_trace,fitted_reuse_factor_rho,8.8,CIKM revision experiment.
graphmemshield,enterprise_health_finance,rho_structural_proxy,internal_rag_trace,multiplicative_gap,1.0476,CIKM revision experiment.
graphmemshield,enterprise_health_finance,rho_structural_proxy,langgraph_adapter,bridge_degree_proxy,9.1,CIKM revision experiment.
graphmemshield,enterprise_health_finance,rho_structural_proxy,langgraph_adapter,fitted_reuse_factor_rho,9.3,CIKM revision experiment.
graphmemshield,enterprise_health_finance,rho_structural_proxy,langgraph_adapter,multiplicative_gap,1.022,CIKM revision experiment.
graphmemshield,enterprise_health_finance,rho_structural_proxy,mem0_sample,bridge_degree_proxy,3.8,CIKM revision experiment.
graphmemshield,enterprise_health_finance,rho_structural_proxy,mem0_sample,fitted_reuse_factor_rho,4.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,rho_structural_proxy,mem0_sample,multiplicative_gap,1.0526,CIKM revision experiment.
graphmemshield,enterprise_health_finance,rho_structural_proxy,enron_style_graph,bridge_degree_proxy,6.2,CIKM revision experiment.
graphmemshield,enterprise_health_finance,rho_structural_proxy,enron_style_graph,fitted_reuse_factor_rho,6.6,CIKM revision experiment.
graphmemshield,enterprise_health_finance,rho_structural_proxy,enron_style_graph,multiplicative_gap,1.0645,CIKM revision experiment.
graphmemshield,enterprise_health_finance,continual_release_accounting,T100,linear_expected_abs_error,100.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,continual_release_accounting,T100,binary_tree_expected_abs_error,18.5203,CIKM revision experiment.
graphmemshield,enterprise_health_finance,continual_release_accounting,T100,error_reduction_factor,5.3995,CIKM revision experiment.
graphmemshield,enterprise_health_finance,continual_release_accounting,T1000,linear_expected_abs_error,1000.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,continual_release_accounting,T1000,binary_tree_expected_abs_error,31.6228,CIKM revision experiment.
graphmemshield,enterprise_health_finance,continual_release_accounting,T1000,error_reduction_factor,31.6228,CIKM revision experiment.
graphmemshield,enterprise_health_finance,continual_release_accounting,T10000,linear_expected_abs_error,10000.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,continual_release_accounting,T10000,binary_tree_expected_abs_error,52.3832,CIKM revision experiment.
graphmemshield,enterprise_health_finance,continual_release_accounting,T10000,error_reduction_factor,190.9009,CIKM revision experiment.
graphmemshield,enterprise_health_finance,learned_link_privacy_curve,structural_embedding_baseline,top1_accuracy,0.042,CIKM revision experiment.
graphmemshield,enterprise_health_finance,learned_link_privacy_curve,structural_embedding_baseline,top3_accuracy,0.125,CIKM revision experiment.
graphmemshield,enterprise_health_finance,learned_link_privacy_curve,structural_embedding_baseline,mrr,0.166,CIKM revision experiment.
graphmemshield,enterprise_health_finance,learned_link_privacy_curve,enterprise_to_public_http_transfer,top1_accuracy,0.09,CIKM revision experiment.
graphmemshield,enterprise_health_finance,learned_link_privacy_curve,enterprise_to_public_http_transfer,top3_accuracy,0.18,CIKM revision experiment.
graphmemshield,enterprise_health_finance,learned_link_privacy_curve,enterprise_to_public_http_transfer,mrr,0.136,CIKM revision experiment.
graphmemshield,enterprise_health_finance,learned_link_privacy_curve,enterprise_to_internal_rag_transfer,top1_accuracy,0.11,CIKM revision experiment.
graphmemshield,enterprise_health_finance,learned_link_privacy_curve,enterprise_to_internal_rag_transfer,top3_accuracy,0.22,CIKM revision experiment.
graphmemshield,enterprise_health_finance,learned_link_privacy_curve,enterprise_to_internal_rag_transfer,mrr,0.158,CIKM revision experiment.
graphmemshield,enterprise_health_finance,learned_link_privacy_curve,enterprise_to_enron_transfer,top1_accuracy,0.08,CIKM revision experiment.
graphmemshield,enterprise_health_finance,learned_link_privacy_curve,enterprise_to_enron_transfer,top3_accuracy,0.17,CIKM revision experiment.
graphmemshield,enterprise_health_finance,learned_link_privacy_curve,enterprise_to_enron_transfer,mrr,0.128,CIKM revision experiment.
graphmemshield,enterprise_health_finance,certified_radius,neighbor_shadow,certified_flip_radius,2,CIKM revision experiment.
graphmemshield,enterprise_health_finance,certified_radius,neighbor_shadow,first_sensitive_exposure_flips,3,CIKM revision experiment.
graphmemshield,enterprise_health_finance,certified_radius,neighbor_shadow,leakage_at_or_below_radius,3,CIKM revision experiment.
graphmemshield,enterprise_health_finance,certified_radius,neighbor_shadow,leakage_after_breakpoint,4,CIKM revision experiment.
graphmemshield,enterprise_health_finance,temporal_hidden,arrhythmia,pairwise_ordering_accuracy,0.7155,CIKM revision experiment.
graphmemshield,enterprise_health_finance,temporal_hidden,CloudVendor,pairwise_ordering_accuracy,0.6436,CIKM revision experiment.
graphmemshield,enterprise_health_finance,temporal_hidden,Project-A,pairwise_ordering_accuracy,0.6057,CIKM revision experiment.
graphmemshield,enterprise_health_finance,temporal_hidden,Sydney,pairwise_ordering_accuracy,0.6546,CIKM revision experiment.
graphmemshield,enterprise_health_finance,fixed_universe_dp,epsilon_0.5,candidate_edges,160,CIKM revision experiment.
graphmemshield,enterprise_health_finance,fixed_universe_dp,epsilon_0.5,released_edges,2280,CIKM revision experiment.
graphmemshield,enterprise_health_finance,fixed_universe_dp,epsilon_0.5,synthetic_absent_edges,16,CIKM revision experiment.
graphmemshield,enterprise_health_finance,fixed_universe_dp,epsilon_0.5,per_edge_epsilon,0.5,CIKM revision experiment.
graphmemshield,enterprise_health_finance,fixed_universe_dp,epsilon_1.0,candidate_edges,160,CIKM revision experiment.
graphmemshield,enterprise_health_finance,fixed_universe_dp,epsilon_1.0,released_edges,2288,CIKM revision experiment.
graphmemshield,enterprise_health_finance,fixed_universe_dp,epsilon_1.0,synthetic_absent_edges,10,CIKM revision experiment.
graphmemshield,enterprise_health_finance,fixed_universe_dp,epsilon_1.0,per_edge_epsilon,1.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,fixed_universe_dp,epsilon_2.0,candidate_edges,160,CIKM revision experiment.
graphmemshield,enterprise_health_finance,fixed_universe_dp,epsilon_2.0,released_edges,2294,CIKM revision experiment.
graphmemshield,enterprise_health_finance,fixed_universe_dp,epsilon_2.0,synthetic_absent_edges,3,CIKM revision experiment.
graphmemshield,enterprise_health_finance,fixed_universe_dp,epsilon_2.0,per_edge_epsilon,2.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,privacy_accounting,epsilon_0.5,present_emit_probability,0.622459,CIKM revision experiment.
graphmemshield,enterprise_health_finance,privacy_accounting,epsilon_0.5,absent_emit_probability,0.377541,CIKM revision experiment.
graphmemshield,enterprise_health_finance,privacy_accounting,epsilon_0.5,single_release_privacy_loss,0.5,CIKM revision experiment.
graphmemshield,enterprise_health_finance,privacy_accounting,epsilon_0.5_releases_1,basic_composed_epsilon,0.5,CIKM revision experiment.
graphmemshield,enterprise_health_finance,privacy_accounting,epsilon_0.5_releases_5,basic_composed_epsilon,2.5,CIKM revision experiment.
graphmemshield,enterprise_health_finance,privacy_accounting,epsilon_0.5_releases_10,basic_composed_epsilon,5.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,privacy_accounting,epsilon_1.0,present_emit_probability,0.731059,CIKM revision experiment.
graphmemshield,enterprise_health_finance,privacy_accounting,epsilon_1.0,absent_emit_probability,0.268941,CIKM revision experiment.
graphmemshield,enterprise_health_finance,privacy_accounting,epsilon_1.0,single_release_privacy_loss,1.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,privacy_accounting,epsilon_1.0_releases_1,basic_composed_epsilon,1.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,privacy_accounting,epsilon_1.0_releases_5,basic_composed_epsilon,5.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,privacy_accounting,epsilon_1.0_releases_10,basic_composed_epsilon,10.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,privacy_accounting,epsilon_2.0,present_emit_probability,0.880797,CIKM revision experiment.
graphmemshield,enterprise_health_finance,privacy_accounting,epsilon_2.0,absent_emit_probability,0.119203,CIKM revision experiment.
graphmemshield,enterprise_health_finance,privacy_accounting,epsilon_2.0,single_release_privacy_loss,2.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,privacy_accounting,epsilon_2.0_releases_1,basic_composed_epsilon,2.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,privacy_accounting,epsilon_2.0_releases_5,basic_composed_epsilon,10.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,privacy_accounting,epsilon_2.0_releases_10,basic_composed_epsilon,20.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,full_graph_privacy,scoped_epsilon_0.5_releases_1,guarantee_scope,protected_candidate_edges_only,CIKM revision experiment.
graphmemshield,enterprise_health_finance,full_graph_privacy,scoped_epsilon_0.5_releases_1,has_full_graph_dp,False,CIKM revision experiment.
graphmemshield,enterprise_health_finance,full_graph_privacy,scoped_epsilon_0.5_releases_1,protected_release_epsilon,576.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,full_graph_privacy,full_epsilon_0.5_releases_1,guarantee_scope,full_graph_over_candidate_universe,CIKM revision experiment.
graphmemshield,enterprise_health_finance,full_graph_privacy,full_epsilon_0.5_releases_1,has_full_graph_dp,True,CIKM revision experiment.
graphmemshield,enterprise_health_finance,full_graph_privacy,full_epsilon_0.5_releases_1,protected_release_epsilon,1152.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,full_graph_privacy,scoped_epsilon_0.5_releases_5,guarantee_scope,protected_candidate_edges_only,CIKM revision experiment.
graphmemshield,enterprise_health_finance,full_graph_privacy,scoped_epsilon_0.5_releases_5,has_full_graph_dp,False,CIKM revision experiment.
graphmemshield,enterprise_health_finance,full_graph_privacy,scoped_epsilon_0.5_releases_5,protected_release_epsilon,2880.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,full_graph_privacy,full_epsilon_0.5_releases_5,guarantee_scope,full_graph_over_candidate_universe,CIKM revision experiment.
graphmemshield,enterprise_health_finance,full_graph_privacy,full_epsilon_0.5_releases_5,has_full_graph_dp,True,CIKM revision experiment.
graphmemshield,enterprise_health_finance,full_graph_privacy,full_epsilon_0.5_releases_5,protected_release_epsilon,5760.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,full_graph_privacy,scoped_epsilon_1.0_releases_1,guarantee_scope,protected_candidate_edges_only,CIKM revision experiment.
graphmemshield,enterprise_health_finance,full_graph_privacy,scoped_epsilon_1.0_releases_1,has_full_graph_dp,False,CIKM revision experiment.
graphmemshield,enterprise_health_finance,full_graph_privacy,scoped_epsilon_1.0_releases_1,protected_release_epsilon,1152.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,full_graph_privacy,full_epsilon_1.0_releases_1,guarantee_scope,full_graph_over_candidate_universe,CIKM revision experiment.
graphmemshield,enterprise_health_finance,full_graph_privacy,full_epsilon_1.0_releases_1,has_full_graph_dp,True,CIKM revision experiment.
graphmemshield,enterprise_health_finance,full_graph_privacy,full_epsilon_1.0_releases_1,protected_release_epsilon,2304.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,full_graph_privacy,scoped_epsilon_1.0_releases_5,guarantee_scope,protected_candidate_edges_only,CIKM revision experiment.
graphmemshield,enterprise_health_finance,full_graph_privacy,scoped_epsilon_1.0_releases_5,has_full_graph_dp,False,CIKM revision experiment.
graphmemshield,enterprise_health_finance,full_graph_privacy,scoped_epsilon_1.0_releases_5,protected_release_epsilon,5760.0,CIKM revision experiment.
graphmemshield,enterprise_health_finance,full_graph_privacy,full_epsilon_1.0_releases_5,guarantee_scope,full_graph_over_candidate_universe,CIKM revision experiment.
graphmemshield,enterprise_health_finance,full_graph_privacy,full_epsilon_1.0_releases_5,has_full_graph_dp,True,CIKM revision experiment.
graphmemshield,enterprise_health_finance,full_graph_privacy,full_epsilon_1.0_releases_5,protected_release_epsilon,11520.0,CIKM revision experiment.
graphmemshield,multiwoz_2_1,dataset,multiwoz_2_1,max_dialogues,1000,External MultiWOZ 2.1 corpus run.
graphmemshield,multiwoz_2_1,dataset,multiwoz_2_1,records,6613,External MultiWOZ 2.1 corpus run.
graphmemshield,multiwoz_2_1,dataset,multiwoz_2_1,users,955,External MultiWOZ 2.1 corpus run.
graphmemshield,multiwoz_2_1,dataset,multiwoz_2_1,sessions,955,External MultiWOZ 2.1 corpus run.
graphmemshield,multiwoz_2_1,dataset,multiwoz_2_1,nodes,2708,External MultiWOZ 2.1 corpus run.
graphmemshield,multiwoz_2_1,dataset,multiwoz_2_1,edges,36408,External MultiWOZ 2.1 corpus run.
graphmemshield,multiwoz_2_1,cross_session_probe,baseline,queries,8,External MultiWOZ 2.1 corpus run.
graphmemshield,multiwoz_2_1,cross_session_probe,baseline,leaked_edges,67,External MultiWOZ 2.1 corpus run.
graphmemshield,multiwoz_2_1,cross_session_probe,baseline,leakage_events,536,External MultiWOZ 2.1 corpus run.
graphmemshield,multiwoz_2_1,bounded_sharing,budget_0,leaked_edges,0,External MultiWOZ 2.1 corpus run.
graphmemshield,multiwoz_2_1,bounded_sharing,budget_0,utility_retention,0.0015,External MultiWOZ 2.1 corpus run.
graphmemshield,multiwoz_2_1,bounded_sharing,budget_1,leaked_edges,1,External MultiWOZ 2.1 corpus run.
graphmemshield,multiwoz_2_1,bounded_sharing,budget_1,utility_retention,0.0015,External MultiWOZ 2.1 corpus run.
graphmemshield,multiwoz_2_1,bounded_sharing,budget_2,leaked_edges,2,External MultiWOZ 2.1 corpus run.
graphmemshield,multiwoz_2_1,bounded_sharing,budget_2,utility_retention,0.0015,External MultiWOZ 2.1 corpus run.
graphmemshield,multiwoz_2_1,bounded_sharing,budget_5,leaked_edges,5,External MultiWOZ 2.1 corpus run.
graphmemshield,multiwoz_2_1,bounded_sharing,budget_5,utility_retention,0.0016,External MultiWOZ 2.1 corpus run.
graphmemshield,multiwoz_2_1,blackbox_response,baseline,response_chars,1003929,External MultiWOZ 2.1 corpus run.
graphmemshield,multiwoz_2_1,blackbox_response,baseline,leaked_edges,67,External MultiWOZ 2.1 corpus run.
graphmemshield,multiwoz_2_1,blackbox_response,baseline,leaked_terms,5,External MultiWOZ 2.1 corpus run.
